CONTROL;SHIPMONTH;WEIGHT;WGTADJ;REGION;SECTIONS;STATUS;PRICE;SQFT;BEDROOMS;TITLED;LOCATION;FOUNDATION;SECURED;JSTATUS;JPRICE;JSQFT;JBEDROOM;JTITLE;JLOCATION;JFOUNDATION;JSECURED
19090244;201909;27,4821;1,0566;3;2;2;118000;2000;3;2;3;3;1;I;I;I;I;I;I;I;I
19090245;201909;27,4821;1,0566;3;2;2;145000;2200;3;2;3;3;1;R;R;R;R;R;R;R;R
19090246;201909;27,4821;1,0566;3;2;2;126000;1700;3;2;1;3;1;R;R;R;R;R;R;R;R
19090247;201909;27,4821;1,0566;3;2;2;109000;1800;3;1;3;3;1;I;I;I;I;I;I;I;I
19090248;201909;27,4821;1,0566;3;2;2;118000;2000;3;2;3;3;1;R;I;R;R;R;R;R;R
19090249;201909;27,4821;1,0566;3;2;2;85000;2000;3;2;3;3;1;R;R;R;R;R;R;R;R
19090250;201909;27,4821;1,0566;3;2;2;96000;1900;3;2;1;3;1;R;R;R;R;R;R;R;R
19090251;201909;27,4821;1,0566;3;2;2;68000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19090252;201909;27,4821;1,0566;3;2;2;111000;1800;3;2;3;3;1;R;R;R;R;R;R;R;R
19090253;201909;27,4821;1,0566;3;2;2;107000;1900;3;2;3;2;1;R;R;R;R;R;R;R;R
19090254;201909;27,4821;1,0566;3;2;2;109000;1800;3;2;3;3;1;I;I;I;I;I;I;I;I
19090255;201909;27,4821;1,0566;3;2;2;99000;2100;3;2;3;2;1;R;R;R;R;R;R;R;R
19090256;201909;7,8182;1,0566;2;2;2;92000;1300;3;2;3;3;1;I;I;I;I;I;I;I;I
19090257;201909;9,1632;1,0566;2;2;2;100000;1600;3;2;3;3;1;I;I;I;I;I;I;I;I
19090258;201909;9,1632;1,0566;4;2;2;85000;1500;3;2;3;1;9;R;R;R;R;R;R;R;R
19090259;201909;9,1632;1,0566;4;2;2;167000;2100;3;1;3;1;9;R;R;R;R;R;R;R;R
19090260;201909;9,1632;1,0566;4;2;2;122000;2100;3;1;3;1;9;R;I;I;I;I;R;I;R
19090261;201909;27,4821;1,0566;3;2;2;113000;1900;3;2;3;1;9;I;I;I;I;I;I;I;I
19090262;201909;6,1088;1,0566;5;3;2;216000;2700;3;1;3;1;9;R;R;R;R;R;R;R;R
19090263;201909;9,1632;1,0566;4;2;2;105000;1900;3;1;1;1;9;R;R;R;R;R;R;R;R
19090264;201909;9,1632;1,0566;4;2;2;98000;1500;3;1;3;1;9;I;I;I;I;I;I;I;I
19090265;201909;9,1632;1,0566;4;2;2;107000;1200;3;1;3;1;9;R;R;R;R;R;R;R;R
19090266;201909;9,1632;1,0566;4;2;2;60000;1300;3;1;3;1;9;R;R;R;R;R;R;R;R
19090267;201909;9,1632;1,0566;4;2;2;120000;1400;3;1;3;1;9;R;R;R;R;R;R;R;R
19090268;201909;9,1632;1,0566;4;2;2;90000;1300;3;2;3;1;9;I;I;I;I;I;I;I;I
19090269;201909;9,1632;1,0566;4;2;2;177000;2100;3;1;3;1;9;R;R;R;R;R;R;R;R
19090270;201909;7,8182;1,0566;4;2;2;76000;1200;3;2;3;1;9;R;R;R;R;R;R;R;R
19090271;201909;6,1917;1,0566;1;2;2;105000;1700;3;1;1;1;9;R;I;R;R;R;R;R;R
19090272;201909;6,1917;1,0566;1;2;2;82000;1200;3;2;1;1;9;R;R;R;R;R;R;R;R
19090273;201909;7,8182;1,0566;1;2;2;256000;1500;3;2;1;1;9;R;R;R;R;R;R;R;R
19090274;201909;6,1917;1,0566;1;2;2;66000;1200;3;1;3;1;9;R;R;R;R;R;R;R;R
19090275;201909;6,1917;1,0566;1;2;2;132000;2000;3;1;3;1;9;R;R;R;R;R;R;R;R
19090276;201909;6,1917;1,0566;1;2;2;111000;1800;1;2;3;1;9;I;I;I;I;I;I;I;I
19090277;201909;6,1917;1,0566;1;2;2;100000;1600;3;1;3;1;9;I;I;I;I;I;I;I;I
19090278;201909;9,1632;1,0566;4;2;2;100000;1600;3;1;1;1;9;I;I;I;I;I;I;I;I
19090279;201909;9,1632;1,0566;4;2;2;86000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19090280;201909;9,1632;1,0566;4;2;2;94000;1200;3;1;3;1;9;R;R;R;R;R;R;R;R
19090281;201909;9,1632;1,0566;4;2;2;103000;2000;3;1;1;1;9;R;R;R;R;R;R;R;R
19090282;201909;9,1632;1,0566;4;2;2;60000;1300;3;1;1;1;9;R;R;R;R;R;R;R;R
19090283;201909;7,8182;1,0566;2;2;2;102000;1600;3;2;3;1;9;I;I;I;I;I;I;I;I
19090284;201909;7,8182;1,0566;2;2;2;83000;1600;3;1;3;1;9;R;R;R;R;R;R;R;R
19090285;201909;7,8182;1,0566;2;2;2;95000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19090286;201909;7,8182;1,0566;2;2;2;117000;1300;1;1;1;1;9;R;R;R;R;R;R;R;R
19090287;201909;7,8182;1,0566;2;2;2;54000;1100;3;2;3;1;9;R;R;R;R;R;R;R;R
19090288;201909;7,8182;1,0566;2;2;2;130000;1500;1;2;3;1;9;R;R;R;R;R;R;R;R
19090289;201909;7,8182;1,0566;2;2;2;9;1700;3;3;1;1;9;R;9;I;I;I;R;I;R
19090290;201909;27,4821;1,0566;3;2;2;126000;2500;3;2;3;1;9;R;R;R;R;R;R;R;R
19090291;201909;7,8182;1,0566;2;2;2;96000;1500;3;2;3;1;9;R;R;R;R;R;R;R;R
19090292;201909;7,8182;1,0566;2;2;2;162000;2400;3;1;3;1;9;R;R;R;R;R;R;R;R
19090293;201909;5,2121;1,0566;5;3;2;229000;3500;3;2;3;1;9;R;R;R;R;R;R;R;R
19090294;201909;9,1632;1,0566;4;2;2;101000;1800;3;1;3;1;9;R;R;R;R;R;R;R;R
19090295;201909;9,1632;1,0566;4;2;2;135000;1800;3;1;3;1;9;R;R;R;R;R;R;R;R
19090296;201909;6,1917;1,0566;1;2;2;63000;1600;3;2;1;1;9;R;R;R;R;R;R;R;R
19090297;201909;6,1917;1,0566;1;2;2;87000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19090298;201909;27,4821;1,0566;3;2;2;121000;1600;3;3;3;1;9;R;R;R;R;R;R;R;R
19090299;201909;27,4821;1,0566;3;2;2;80000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19090300;201909;27,4821;1,0566;3;2;2;110000;1800;3;3;3;1;9;R;R;R;R;R;R;R;R
19090301;201909;7,8182;1,0566;2;2;2;115000;2000;3;2;1;1;9;R;I;I;I;I;I;I;R
19090302;201909;7,8182;1,0566;2;2;2;85000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19090303;201909;27,4821;1,0566;3;2;2;92000;2100;3;2;3;1;9;R;R;R;R;I;R;R;R
19090304;201909;27,4821;1,0566;3;2;2;100000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19090305;201909;6,1088;1,0566;5;3;2;213000;2800;3;2;3;1;9;R;R;R;R;R;R;R;R
19090306;201909;9,1632;1,0566;4;2;2;84000;1200;3;1;3;1;9;I;I;I;I;I;I;I;I
19090307;201909;9,1632;1,0566;4;2;2;98000;1500;3;1;3;1;9;I;I;I;I;I;I;I;I
19090308;201909;9,1632;1,0566;4;2;2;82000;1400;3;2;1;1;9;R;R;R;R;R;R;R;R
19090309;201909;9,1632;1,0566;4;2;2;87000;1200;3;2;3;1;9;I;I;I;I;I;I;I;I
19090310;201909;9,1632;1,0566;4;2;2;60000;1200;3;1;3;1;9;R;R;R;R;R;R;R;R
19090311;201909;6,1917;1,0566;1;2;2;102000;1700;3;2;3;1;9;R;R;R;R;R;R;R;R
19090312;201909;6,1917;1,0566;1;2;2;77000;1200;1;1;1;1;9;R;R;R;R;R;R;R;R
19090313;201909;6,1917;1,0566;1;2;2;109000;1700;3;1;3;1;9;R;R;R;R;R;R;R;R
19090314;201909;27,4821;1,0566;3;2;2;82000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19090315;201909;27,4821;1,0566;3;2;2;119000;2000;3;2;3;1;9;R;I;R;R;R;R;R;R
19090316;201909;27,4821;1,0566;3;2;2;118000;1900;3;1;3;1;9;R;R;R;R;R;R;R;R
19090317;201909;27,4821;1,0566;3;2;2;97000;1800;3;2;3;1;9;R;R;R;R;R;R;R;R
19090318;201909;27,4821;1,0566;3;2;2;129000;2300;3;2;3;1;9;R;R;R;R;R;R;R;R
19090319;201909;27,4821;1,0566;3;2;2;111000;1800;3;2;3;1;9;R;R;R;R;R;R;R;R
19090320;201909;27,4821;1,0566;3;2;2;139000;2500;3;2;3;1;9;R;R;R;R;R;R;R;R
19090321;201909;27,4821;1,0566;3;2;2;100000;1600;3;1;3;1;9;R;I;R;R;I;I;I;R
19090322;201909;7,8182;1,0566;2;2;2;83000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19090323;201909;7,8182;1,0566;2;2;2;110000;1300;1;3;3;1;9;R;R;R;R;R;R;R;R
19090324;201909;7,8182;1,0566;2;2;2;97000;1500;3;2;1;1;9;R;R;R;R;R;R;R;R
19090325;201909;9,1632;1,0566;4;2;1;135000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090326;201909;9,1632;1,0566;4;2;1;86000;1200;3;9;9;9;9;I;I;I;I;9;9;9;9
19090327;201909;9,1632;1,0566;4;2;1;168000;1600;1;9;9;9;9;R;R;R;R;9;9;9;9
19090328;201909;27,4821;1,0566;3;2;1;91000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090329;201909;27,4821;1,0566;3;2;1;52000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19090330;201909;27,4821;1,0566;3;2;1;52000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090331;201909;27,4821;1,0566;3;2;1;62000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19090332;201909;27,4821;1,0566;3;2;1;60000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19090333;201909;9,1632;1,0566;4;2;1;142000;1600;1;9;9;9;9;R;R;R;R;9;9;9;9
19090334;201909;6,1917;1,0566;1;2;1;85000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19090335;201909;27,4821;1,0566;3;2;1;78000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19090336;201909;7,8182;1,0566;2;2;1;105000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19090337;201909;9,1632;1,0566;3;2;1;118000;2000;3;9;9;9;9;I;I;I;I;9;9;9;9
19090338;201909;6,1917;1,0566;1;2;1;98000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090339;201909;27,4821;1,0566;3;2;1;118000;2000;3;9;9;9;9;I;I;I;I;9;9;9;9
19090340;201909;27,4821;1,0566;3;2;1;130000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19090341;201909;27,4821;1,0566;3;2;1;85000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090342;201909;9,1632;1,0566;4;2;1;102000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090343;201909;27,4821;1,0566;3;2;1;80000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090344;201909;27,4821;1,0566;3;2;1;100000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090345;201909;27,4821;1,0566;3;2;1;89000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090346;201909;9,1632;1,0566;4;2;1;134000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090347;201909;27,4821;1,0566;3;2;1;130000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19090348;201909;27,4821;1,0566;3;2;1;118000;2000;3;9;9;9;9;I;I;I;I;9;9;9;9
19090349;201909;27,4821;1,0566;3;2;1;119000;2000;3;9;9;9;9;I;I;I;I;9;9;9;9
19090350;201909;27,4821;1,0566;3;2;1;92000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090351;201909;27,4821;1,0566;3;2;1;84000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19090352;201909;9,1632;1,0566;4;2;1;60000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090353;201909;27,4821;1,0566;3;2;1;77000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19090354;201909;6,1917;1,0566;1;2;1;100000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19090355;201909;6,1917;1,0566;1;2;1;100000;1600;3;9;9;9;9;R;I;R;R;9;9;9;9
19090356;201909;9,1632;1,0566;4;2;1;101000;1600;1;9;9;9;9;I;I;I;I;9;9;9;9
19090357;201909;9,1632;1,0566;4;2;1;122000;2100;3;9;9;9;9;R;I;R;R;9;9;9;9
19090358;201909;27,4821;1,0566;3;2;1;126000;2200;3;9;9;9;9;I;I;I;I;9;9;9;9
19090359;201909;9,1632;1,0566;4;2;1;145000;2500;3;9;9;9;9;I;I;I;I;9;9;9;9
19090360;201909;9,1632;1,0566;4;2;1;113000;1900;3;9;9;9;9;I;I;I;I;9;9;9;9
19090361;201909;9,1632;1,0566;4;2;1;89000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090362;201909;7,8182;1,0566;2;2;1;96000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19090363;201909;7,8182;1,0566;2;2;1;162000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090364;201909;9,1632;1,0566;4;2;1;99000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19090365;201909;7,8182;1,0566;2;2;1;70000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19090366;201909;6,1917;1,0566;1;2;1;105000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19090367;201909;27,4821;1,0566;3;2;1;88000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19090368;201909;27,4821;1,0566;2;2;1;90000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090369;201909;7,8182;1,0566;2;2;1;100000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19090370;201909;7,8182;1,0566;2;2;1;94000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090371;201909;7,8182;1,0566;2;2;1;66000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090372;201909;9,1632;1,0566;4;2;1;119000;2100;3;9;9;9;9;I;I;I;I;9;9;9;9
19090373;201909;7,8182;1,0566;2;2;1;54000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19090374;201909;6,1917;1,0566;1;2;1;97000;1800;3;9;9;9;9;R;R;R;R;9;9;9;9
19090375;201909;9,1632;1,0566;4;2;1;100000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19090376;201909;9,1632;1,0566;4;2;1;148000;2500;3;9;9;9;9;I;I;I;I;9;9;9;9
19090377;201909;7,8182;1,0566;2;2;1;96000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090378;201909;7,8182;1,0566;2;2;1;95000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090379;201909;7,8182;1,0566;2;2;1;122000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090380;201909;6,1917;1,0566;1;2;1;92000;1300;1;9;9;9;9;R;I;R;R;9;9;9;9
19090381;201909;6,1917;1,0566;1;2;1;157000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19090382;201909;7,8182;1,0566;2;2;1;115000;2000;3;9;9;9;9;R;I;R;R;9;9;9;9
19090383;201909;9,1632;1,0566;2;2;1;126000;2400;3;9;9;9;9;R;I;R;R;9;9;9;9
19090384;201909;7,8182;1,0566;2;2;1;90000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19090385;201909;7,8182;1,0566;2;2;1;65000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19090386;201909;9,1632;1,0566;4;2;1;165000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19090387;201909;7,8182;1,0566;2;2;1;100000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19090388;201909;27,4821;1,0566;3;2;1;52000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090389;201909;27,4821;1,0566;3;2;1;65000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19090390;201909;27,4821;1,0566;3;2;1;65000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19090391;201909;27,4821;1,0566;3;2;1;139000;2500;3;9;9;9;9;I;I;I;I;9;9;9;9
19090392;201909;27,4821;1,0566;3;2;1;65000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19090393;201909;7,8182;1,0566;2;2;1;95000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090394;201909;7,8182;1,0566;2;2;1;99000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19090395;201909;27,4821;1,0566;3;2;1;100000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19090396;201909;27,4821;1,0566;3;2;1;110000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090397;201909;27,4821;1,0566;3;2;1;105000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19090398;201909;27,4821;1,0566;3;2;1;52000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19090399;201909;7,8182;1,0566;2;2;1;126000;2400;3;9;9;9;9;I;I;I;I;9;9;9;9
19090400;201909;7,8182;1,0566;2;2;1;96000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19090401;201909;7,8182;1,0566;2;2;1;81000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090402;201909;7,8182;1,0566;2;2;1;81000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19090403;201909;9,1632;1,0566;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19090404;201909;27,4821;1,0566;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19090405;201909;27,4821;1,0566;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19100001;201910;64,6929;1,0154;3;1;2;57000;1100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100002;201910;20,9263;1,0154;4;1;2;100000;1300;3;2;3;2;1;R;R;R;R;R;R;R;R
19100003;201910;20,9263;1,0154;4;1;2;54000;680;1;2;1;2;1;R;R;R;R;R;R;R;R
19100004;201910;20,9263;1,0154;4;1;2;100000;760;1;2;1;2;1;R;R;R;R;R;R;R;R
19100005;201910;64,6929;1,0154;3;1;2;69000;1200;3;2;3;2;1;R;R;R;R;R;R;R;R
19100006;201910;20,9263;1,0154;4;1;2;100000;560;1;2;1;2;1;R;R;R;R;R;R;R;R
19100007;201910;14,4;1,0154;1;1;2;53000;920;3;2;1;3;1;R;R;R;R;R;R;R;R
19100008;201910;14,4;1,0154;1;1;2;101000;830;1;2;1;2;1;R;R;R;R;R;R;R;R
19100009;201910;19,0818;1,0154;3;1;2;48600;840;1;2;3;3;1;I;I;I;I;I;I;I;I
19100010;201910;20,9263;1,0154;4;1;2;44000;620;1;2;1;3;1;R;R;R;R;R;R;R;R
19100011;201910;19,0818;1,0154;2;1;2;40700;670;1;2;1;3;1;R;R;R;R;R;R;R;R
19100012;201910;19,0818;1,0154;2;1;2;61000;1200;3;2;3;2;1;R;R;R;R;R;R;R;R
19100013;201910;19,0818;1,0154;2;1;2;61000;1300;3;2;1;3;1;I;I;I;I;I;I;I;I
19100014;201910;19,0818;1,0154;2;1;2;9;1200;3;2;1;3;1;R;9;I;I;I;R;I;I
19100015;201910;19,0818;1,0154;2;1;2;45300;670;1;2;1;3;1;I;I;I;I;I;I;I;I
19100016;201910;19,0818;1,0154;2;1;2;9;1100;3;1;1;3;1;R;9;I;I;I;R;I;I
19100017;201910;19,0818;1,0154;2;1;2;63000;900;1;2;1;3;1;R;R;R;R;R;R;R;R
19100018;201910;64,6929;1,0154;3;1;2;40000;840;1;2;3;3;1;R;R;R;R;R;R;R;R
19100019;201910;64,6929;1,0154;3;1;2;9;1200;3;2;1;3;1;R;9;I;I;I;R;I;I
19100020;201910;64,6929;1,0154;3;1;2;62000;1400;3;2;3;3;1;I;I;I;I;I;I;I;I
19100021;201910;64,6929;1,0154;3;1;2;41000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100022;201910;20,9263;1,0154;3;1;2;61000;1300;3;1;3;3;1;I;I;I;I;I;I;I;I
19100023;201910;19,0818;1,0154;2;1;2;52000;1100;3;2;1;3;1;R;R;R;R;I;R;I;I
19100024;201910;19,0818;1,0154;2;1;2;48000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100025;201910;19,0818;1,0154;2;1;2;55000;1100;3;2;1;3;1;R;I;I;I;I;R;I;I
19100026;201910;20,9263;1,0154;2;1;2;55000;1300;3;2;1;2;1;R;R;R;R;R;R;R;R
19100027;201910;19,0818;1,0154;2;1;2;60000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19100028;201910;64,6929;1,0154;3;1;2;61000;1200;3;2;3;3;1;I;I;I;I;I;I;I;I
19100029;201910;19,0818;1,0154;2;1;2;61000;1300;3;2;3;3;1;R;I;I;I;I;R;I;I
19100030;201910;19,0818;1,0154;2;1;2;65000;1100;1;2;3;3;1;R;R;R;R;R;R;R;R
19100031;201910;14,4;1,0154;1;1;2;49400;870;1;2;3;3;1;I;I;I;I;I;I;I;I
19100032;201910;14,4;1,0154;1;1;2;49400;870;1;2;3;3;1;R;I;I;I;I;R;I;I
19100033;201910;64,6929;1,0154;3;1;2;29600;840;1;3;1;3;1;R;R;R;R;R;R;R;R
19100034;201910;64,6929;1,0154;3;1;2;38000;840;1;2;3;2;1;R;R;R;R;R;R;R;R
19100035;201910;19,0818;1,0154;2;1;2;60000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19100036;201910;19,0818;1,0154;2;1;2;60000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19100037;201910;19,0818;1,0154;2;1;2;61000;1300;3;2;1;3;1;I;I;I;I;I;I;I;I
19100038;201910;20,9263;1,0154;3;1;2;60000;1200;3;3;3;3;1;I;I;I;I;I;I;I;I
19100039;201910;14,4;1,0154;1;1;2;70000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100040;201910;14,4;1,0154;1;1;2;58000;1200;3;2;1;3;1;R;I;I;I;I;R;I;I
19100041;201910;14,4;1,0154;1;1;2;50000;900;1;2;1;3;1;R;I;R;R;R;R;R;R
19100042;201910;14,4;1,0154;1;1;2;49400;870;1;2;1;3;1;R;I;I;I;I;R;I;I
19100043;201910;64,6929;1,0154;3;1;2;45000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100044;201910;64,6929;1,0154;3;1;2;29600;840;1;2;3;3;1;R;R;R;R;R;R;R;R
19100045;201910;64,6929;1,0154;3;1;2;60000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100046;201910;64,6929;1,0154;3;1;2;62000;1400;3;2;3;3;1;I;I;I;I;I;I;I;I
19100047;201910;64,6929;1,0154;3;1;2;66000;1400;3;2;3;3;1;R;R;R;R;R;R;R;R
19100048;201910;19,0818;1,0154;2;1;2;55000;1100;3;1;3;3;1;I;I;I;I;I;I;I;I
19100049;201910;19,0818;1,0154;2;1;2;54000;1300;1;2;3;2;1;R;R;R;R;R;R;R;R
19100050;201910;64,6929;1,0154;3;1;2;56000;1400;3;1;3;1;9;R;R;R;R;R;R;R;R
19100051;201910;14,4;1,0154;1;1;2;101000;1100;1;3;1;1;9;R;R;R;R;R;R;R;R
19100052;201910;64,6929;1,0154;3;1;2;60000;1200;3;1;3;1;9;I;I;I;I;I;I;I;I
19100053;201910;19,0818;1,0154;2;1;2;60000;1200;3;2;3;1;9;I;I;I;I;I;I;I;I
19100054;201910;19,0818;1,0154;2;1;2;60000;1200;3;1;1;1;9;I;I;I;I;I;I;I;I
19100055;201910;19,0818;1,0154;2;1;2;9;1200;3;2;1;1;9;R;9;I;I;I;R;I;R
19100056;201910;64,6929;1,0154;3;1;2;9;1200;3;2;1;1;9;R;9;I;I;I;R;I;R
19100057;201910;64,6929;1,0154;3;1;2;51000;1400;3;2;3;1;9;R;R;R;R;R;R;R;R
19100058;201910;64,6929;1,0154;3;1;2;64000;1400;3;2;3;1;9;I;I;I;I;I;I;I;I
19100059;201910;19,0818;1,0154;2;1;2;56000;1100;3;2;1;1;9;I;I;I;I;I;I;I;I
19100060;201910;19,0818;1,0154;2;1;2;61000;1300;3;1;3;1;9;I;I;I;I;I;I;I;I
19100061;201910;20,9263;1,0154;4;1;2;60000;1300;3;2;3;1;9;I;I;I;I;I;I;I;I
19100062;201910;20,9263;1,0154;4;1;2;49300;860;1;2;1;1;9;R;I;R;R;R;R;R;R
19100063;201910;14,4;1,0154;1;1;2;50000;900;1;1;1;1;9;I;I;I;I;I;I;I;I
19100064;201910;14,4;1,0154;1;1;2;49400;870;1;2;3;1;9;I;I;I;I;I;I;I;I
19100065;201910;14,4;1,0154;1;1;2;49400;870;1;2;3;1;9;I;I;I;I;I;I;I;I
19100066;201910;64,6929;1,0154;3;1;2;52000;960;1;1;1;1;9;R;I;I;I;I;R;I;R
19100067;201910;19,0818;1,0154;2;1;2;43600;670;1;2;1;1;9;I;I;I;I;I;I;I;I
19100068;201910;64,6929;1,0154;3;1;2;60000;1200;3;2;3;1;9;I;I;I;I;I;I;I;I
19100069;201910;20,9263;1,0154;4;1;2;70000;930;1;2;3;1;9;R;R;R;R;R;R;R;R
19100070;201910;14,4;1,0154;1;1;2;49400;870;1;2;1;1;9;I;I;I;I;I;I;I;I
19100071;201910;14,4;1,0154;1;1;2;49400;870;1;2;1;1;9;R;I;I;I;I;R;I;R
19100072;201910;14,4;1,0154;1;1;2;49400;870;1;1;1;1;9;I;I;I;I;I;I;I;I
19100073;201910;64,6929;1,0154;3;1;2;58000;1200;3;2;3;1;9;R;R;R;R;R;R;R;R
19100074;201910;64,6929;1,0154;3;1;2;62000;1200;1;2;3;1;9;R;R;R;R;R;R;R;R
19100075;201910;20,9263;1,0154;4;1;1;43700;680;1;9;9;9;9;I;I;I;I;9;9;9;9
19100076;201910;64,6929;1,0154;3;1;1;35500;1300;1;9;9;9;9;R;R;R;R;9;9;9;9
19100077;201910;19,0818;1,0154;2;1;1;32100;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100078;201910;20,9263;1,0154;4;1;1;28400;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100079;201910;19,0818;1,0154;2;1;1;55000;1100;3;9;9;9;9;I;I;I;I;9;9;9;9
19100080;201910;19,0818;1,0154;2;1;1;48900;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19100081;201910;64,6929;1,0154;3;1;1;60000;1200;3;9;9;9;9;R;I;R;R;9;9;9;9
19100082;201910;64,6929;1,0154;3;1;1;57000;960;1;9;9;9;9;R;R;R;R;9;9;9;9
19100083;201910;14,4;1,0154;1;1;1;49200;870;1;9;9;9;9;R;R;R;R;9;9;9;9
19100084;201910;14,4;1,0154;1;1;1;40100;590;1;9;9;9;9;I;I;I;I;9;9;9;9
19100085;201910;64,6929;1,0154;3;1;1;29600;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100086;201910;20,9263;1,0154;4;1;1;35900;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100087;201910;64,6929;1,0154;3;1;1;56000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100088;201910;20,9263;1,0154;4;1;1;60000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19100089;201910;64,6929;1,0154;3;1;1;61000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100090;201910;64,6929;1,0154;3;1;1;42900;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100091;201910;64,6929;1,0154;3;1;1;44800;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
